Year,Round,Pick,Player,Pos,HT,WT,Age,Pre-Draft Team,Class,Draft Trades,YOS,nba_id,origin_country,played_until_year,is_defunct,plays_for
1965,7,60,Dwayne Cruze,,,,,Idaho State,Sr,,0,,,,,
1965,8,68,George Unseld,,,,,Kansas,Sr,,0,,,,,
1965,9,74,Mal Pradd,G,6-3,170.0,20.0,Dillard,So,,0,,,,,
1965,10,80,Don Rae,,,,,Montana State,Sr,,0,,,,,
1965,11,86,Bob Andrews,,,,,Alabama,Sr,,0,,,,,
1964,2,12,Cotton Nash,F,6-5,220.0,21.0,Kentucky,Sr,,1,77687.0,US,1964,0.0,LAL
1964,3,21,Tom Dose,F,6-8,225.0,,Stanford,Sr,,0,,,,,
1964,5,39,John Savage,,,,,North Texas,Sr,,0,,,,,
1964,6,48,Troy Collier,,,,,Utah State,Sr,,0,,,,,
1964,7,57,Steve Anstett,,,,,Portland,Sr,,0,,,,,
1964,8,66,Jay Buckley,C,6-10,225.0,,Duke,Sr,,0,,,,,
1963,1,7,Roger Strickland,F,6-5,200.0,22.0,Jacksonville,Jr,,1,78270.0,US,1963,0.0,WAS
1963,2,13,Jim King,G,6-2,175.0,22.0,Tulsa,Sr,,10,77270.0,US,1972,0.0,LAL
1963,2,16,Mel Gibson,G,6-3,180.0,22.0,Western Carolina,Sr,,1,76809.0,US,1963,0.0,LAL
1963,3,25,Lyle Harger,F,6-7,220.0,,Houston,Sr,,0,,,,,
1963,4,34,Layton Johns,F,6-7,220.0,21.0,Auburn,Sr,,0,,,,,
1963,5,43,Larry Jones,SG,6-2,180.0,20.0,Toledo,Jr,,2,,,,,
1963,6,52,Warren Salade,,,,,Westminster (PA),Sr,,0,,,,,
1963,7,61,Gordie Martin,,,,,USC,Sr,,0,,,,,
1962,1,6,Leroy Ellis,FC,6-10,210.0,22.0,St. John's,Sr,,14,76663.0,US,1975,0.0,LAL
1962,2,15,Gene Wiley,FC,6-10,210.0,24.0,Wichita State,Sr,,4,78526.0,US,1965,0.0,LAL
1962,3,24,John Green,G,6-3,195.0,21.0,UCLA,Sr,,0,,,,,
1962,4,33,Jan Loudermilk,F,6-6,225.0,,Southern Methodist,Sr,,0,,,,,
1962,5,42,Art Whisnant,G,6-4,,,South Carolina,Sr,,0,,,,,
1962,6,51,Bucky Keller,,,,,Virginia Tech,Sr,,0,,,,,
1962,8,68,Bill Garner,FC,6-10,220.0,21.0,Portland,Sr,,0,,,,,
1962,9,77,Bill Matson,,,,,Minnesota,Sr,,0,,,,,
1961,1,5,Wayne Yates,C,6-8,235.0,23.0,Memphis,Sr,,1,78630.0,US,1961,0.0,LAL
1961,2,13,Fred Sawyer,C,6-11,210.0,,Louisville,Sr,,0,,,,,
1961,3,27,Frank Burgess,G,6-1,188.0,26.0,Gonzaga,Sr,,0,,,,,
1961,4,36,Charles Henke,F,6-7,205.0,,Missouri,Sr,,0,,,,,
1961,5,45,Bill Lickert,GF,6-3,185.0,,Kentucky,Sr,,0,,,,,
1961,6,54,Bill McClintock,F,6-4,215.0,,California,Sr,,0,,,,,
1961,7,63,Albert Alamanza,,,,,Texas,Sr,,0,,,,,
1961,8,72,Bill Ellis,,,,,UCLA,Sr,,0,,,,,
1961,9,80,Carl Anderson,,,,,Oregon State,Sr,,0,,,,,
1961,10,87,Robert Williams,,,,,Allan Hancock,Sr,,0,,,,,
1961,11,95,Howard Hunt,,,,,Duke,Sr,,0,,,,,
1960,1,2,Jerry West,SG,6-2,185.0,21.0,West Virginia,Sr,,14,78497.0,US,1973,0.0,LAL
1960,3,18,Jim Hagan,C,6-10,215.0,24.0,Tennessee Tech,Sr,,0,,,,,
1960,4,26,Wally Frank,F,6-8,212.0,,Kansas State,Sr,,0,,,,,
1960,4,27,Ben Warley,F,6-5,200.0,23.0,Tennessee State,Jr,,5,,,,,
1960,5,34,George Farley,C,6-7,,,Cornell,Sr,,0,,,,,
1960,6,42,Bobby Goodall,,,,,Tulsa,Sr,,0,,,,,
1960,7,50,Howie Jolliff,FC,6-7,218.0,21.0,Ohio,Sr,,3,77172.0,US,1962,0.0,LAL
1960,8,57,John Werhas,G,6-2,200.0,22.0,USC,Sr,,0,,,,,
1960,9,64,Claude Lefevre,C,7-0,,,Gonzaga,Sr,,0,,,,,
1960,10,71,Dick Harvey,,,,,Creighton,Sr,,0,,,,,
1960,11,76,Sterling Forbes,,,,,Pepperdine,Sr,,0,,,,,
1960,12,81,Will Jones,,,,,American University,Sr,,0,,,,,
1959,1,3,Tom Hawkins,F,6-5,210.0,22.0,Notre Dame,Sr,,10,76977.0,US,1968,0.0,LAL
1959,2,10,Rudy LaRusso,FC,6-7,220.0,21.0,Dartmouth,Sr,,10,77340.0,US,1968,0.0,LAL
1959,3,18,Bobby Smith,G,6-4,190.0,21.0,West Virginia,Sr,,2,78203.0,US,1961,0.0,LAL
1959,4,26,Wilson Eison,F,6-5,185.0,,Purdue,Sr,,0,,,,,
1959,5,34,Bobby Joe Mason,,,,,Bradley,Jr,,0,,,,,
1959,6,41,Jim Henry,,,,,Vanderbilt,Sr,,0,,,,,
1959,7,49,Charley Grote,,,,,Georgetown College (KY),Sr,,0,,,,,
1959,8,56,Leon Hill,,,,,Texas Tech,Sr,,0,76906.0,US,1962,0.0,GSW
1959,9,62,Jim Mudd,,,,,North Texas,Jr,,0,,,,,
1959,10,68,Roger Johnson,PG,,,,Minnesota,Sr,,0,,,,,
1959,11,74,Jack Evans,,,,,Lake Superior State,Sr,,0,,,,,
1959,12,78,Vern Baggenstoss,,,,,St. Cloud State,Sr,,0,,,,,
1959,13,80,Dwayne Smith,,,,,Gustavus Adolphus,Sr,,0,,,,,
1956,14,90,Elgin Baylor,F,6-5,225.0,21.0,Seattle,Trans,,14,,,,,
1958,2,8,Steve Hamilton,F,6-6,190.0,22.0,Morehead State,Jr,,2,76929.0,US,1959,0.0,LAL
1958,3,16,Boo Ellis,F,6-5,195.0,22.0,Niagara,Sr,,2,76658.0,US,1959,0.0,LAL
1958,4,24,George Kline,G,6-4,200.0,,Minnesota,Sr,,0,,,,,
1958,5,32,Quitman Sullins,,,,,Murray State,Sr,,0,,,,,
1958,6,40,Al Inniss,,,,,St. Francis (NY),Sr,,0,,,,,
1958,7,48,Jim Bond,,,,,Point Loma,Sr,,0,,,,,
1958,8,56,Ed Brinkley,C,6-6,,,Clemson,Sr,,0,,,,,
1958,9,62,Joe Hobbs,,,,,Florida,Sr,,0,,,,,
1958,10,68,Shorty Patterson,,,,,Gustavus Adolphus,Sr,,0,,,,,
1958,11,73,Hal Duffy,,,,,Oregon,Sr,,0,,,,,
1958,12,77,Gary Simmons,,,,,Idaho,Sr,,0,,,,,
1958,13,81,Jerry Alcom,,,,,Fresno State,Sr,,0,,,,,
1957,1,3,Jim Krebs,C,6-8,230.0,21.0,Southern Methodist,Sr,,7,77311.0,US,1963,0.0,LAL
1957,2,11,Harvey Schmidt,F,6-6,195.0,,Illinois,Sr,,0,,,,,
1957,3,19,Jim Spivey,F,6-5,210.0,22.0,Southeastern Oklahoma State,Sr,,0,,,,,
1957,4,27,George Brown,F,6-6,190.0,21.0,Wayne State (MI),Sr,,1,76273.0,US,1957,0.0,LAL
1957,5,35,Gary Thompson,G,5-10,,,Iowa State,Sr,,0,,,,,
1957,6,43,Phil Murrell,F,6-4,205.0,24.0,Drake,Sr,,0,,,,,
1957,7,51,George Ferguson,,,,,Michigan,Sr,,0,,,,,
1957,8,58,John Haaven,,,,,North Dakota,Sr,,0,,,,,
1957,9,65,Jim Sutton,,,,,North Dakota State,Sr,,0,,,,,
1957,10,71,Gordon Fosness,,,,,Dakota Wesleyan,Sr,,0,,,,,
1956,1,3,"Jim Paxson, Sr.",GF,6-6,200.0,23.0,Dayton,RS-Jr,,2,77818.0,US,1957,0.0,LAL
1956,2,10,Terry Rand,C,6-9,210.0,21.0,Marquette,Sr,,0,,,,,
1956,3,18,Jerry Bird,F,6-6,200.0,21.0,Kentucky,Sr,MIN to NYK,1,76168.0,US,1958,0.0,NYK
1956,4,26,Lloyd Aubrey,F,6-5,205.0,,Notre Dame,Sr,,0,,,,,
1956,5,34,Bill Reigel,G,6-3,,,McNeese State,Jr,,0,,,,,
1956,6,42,Phil Jordon,C,6-10,205.0,22.0,Whitworth University,Sr,,7,77210.0,US,1962,0.0,SAC
1956,7,50,John Barber,F,6-6,210.0,28.0,Cal State Los Angeles,Sr,,1,76096.0,US,1956,0.0,ATL
1956,8,58,Sam Jones,GF,6-4,198.0,22.0,North Carolina Central,Sr,,12,,,,,
1956,9,65,Jim Springer,PF,6-9,235.0,,Gustavus Adolphus,Sr,,0,78234.0,US,1948,1.0,JET
1956,10,72,Phil Grawmeyer,F,6-7,180.0,,Kentucky,Sr,,0,,,,,
1956,11,78,Robert Hodgson,,,,,Wichita State,Sr,,0,,,,,
1956,12,82,Carl Widseth,,,,,Tennessee,Sr,,0,,,,,
1956,13,86,John Patzwald,G,5-9,,,Gustavus Adolphus,Sr,,0,,,,,
1955,2,12,Chuck Mencel,G,5-11,170.0,21.0,Minnesota,Sr,,2,77579.0,US,1956,0.0,LAL
1955,3,20,Dick Boushka,F,6-5,195.0,,Saint Louis,Sr,,0,,,,,
1955,4,28,John Miller,G,6-4,190.0,,Ohio State,Sr,,0,,,,,
1955,5,36,Bill Banks,,,,,Texas State,Sr,,0,,,,,
1955,6,44,O'Neal Weaver,,,,,Midwestern State,Jr,,0,,,,,
1955,7,52,Don Bragg,G,,,,UCLA,Sr,,0,,,,,
1955,8,60,Don Boldebuck,,,,,Houston,Jr,,0,,,,,
1955,9,68,Bill Warden,,,,,North Central College (IL),Sr,,0,,,,,
1955,10,76,Jim Scott,,,,,West Texas A&M,Sr,,0,,,,,
1955,11,83,K.C. Jones,G,6-1,200.0,22.0,San Francisco,Jr,,9,,,,,
1954,1,9,Ed Kalafat,F,6-6,245.0,21.0,Minnesota,Sr,,3,77219.0,US,1956,0.0,LAL
1954,2,18,Al Bianchi,G,6-3,185.0,22.0,Bowling Green,Sr,,10,76160.0,US,1965,0.0,PHI
1954,3,27,Don Lance,G,6-3,180.0,,Rice,Sr,,0,,,,,
1954,4,36,Gene Schwinger,F,6-6,215.0,,Rice,Sr,,0,,,,,
1954,5,45,Buzz Bennett,,,,,Minnesota,Sr,,0,,,,,
1954,6,54,Nick Revon,,,,,Southern Mississippi,Sr,,0,,,,,
1954,7,63,Dan Finch,,,,,Vanderbilt,Sr,,0,,,,,
1954,8,72,Bob Hopkins,,,,,Pasadena,Sr,,0,,,,,
1954,9,80,Dick Garmaker,GF,6-3,200.0,21.0,Minnesota,Jr,,6,,,,,
1954,10,89,John Blever,,,,,Northwestern,Sr,,0,,,,,
1953,1,7,Jim Fritsche,FC,6-8,210.0,21.0,Hamline,Sr,,2,76760.0,US,1954,1.0,BAL
1953,2,16,Ron Feiereisel,G,6-3,185.0,21.0,DePaul,Sr,,1,76701.0,US,1955,0.0,LAL
1953,3,25,Hartly Kruger,,,,,Idaho,Sr,,0,,,,,
1953,4,34,Ken Flowers,,,,,USC,Sr,,0,,,,,
1953,5,43,Zippy Morocco,,,,,Georgia,Sr,,0,,,,,
1953,6,52,Pete Silas,,,,,Georgia Tech,Sr,,0,,,,,
1953,7,61,Lloyd Olmstead,,,,,Cornell College,Sr,,0,,,,,
1953,8,70,Joe Richey,F,6-1,178.0,,Brigham Young,Sr,,0,,,,,
1953,9,79,Hank Budde,,,,,Xavier,Sr,,0,,,,,
1953,10,87,Walt Kearns,,,,,Arkansas,Sr,,0,,,,,
1953,11,94,Bill Chambers,GF,6-4,180.0,22.0,William & Mary,Sr,,0,,,,,
1953,12,101,Harold Christensen,G,6-2,175.0,,Brigham Young,Sr,,0,,,,,
1953,13,105,Bob Gelle,,,,,Minnesota,Sr,,0,,,,,
1953,14,108,Lloyd Thorgaard,,,,,Hamline,Sr,,0,,,,,
1953,15,111,Bob Gussner,,,,,Hamline,Sr,,0,,,,,
1953,16,114,Chuck Wolfe,,,,,North Dakota,Sr,,0,,,,,
1953,17,116,Doug Atkins,FC,6-8,257.0,22.0,Tennessee,Sr,,0,,,,,
1953,18,118,Roger Kuss,,,,,Wisconsin-River Falls,Sr,,0,,,,,
1952,1,10,Clyde Lovellette,FC,6-10,234.0,22.0,Kansas,Sr,,11,77414.0,US,1963,0.0,LAL
1952,2,20,Jim Holstein,SF,6-3,180.0,21.0,Cincinnati,Sr,,4,77045.0,US,1955,0.0,LAL
1952,3,30,Carl McNulty,SG,6-3,185.0,22.0,Purdue,Sr,,1,77563.0,US,1954,0.0,ATL
1952,4,40,Tom Ackerman,,,,,West Liberty,Sr,,0,,,,,
1952,5,50,Jim Bishop,,,,,Southern Mississippi,Sr,,0,,,,,
1952,6,60,Rod Fletcher,F,6-4,194.0,,Illinois,Sr,,0,,,,,
1952,7,70,Cliff Haag,,,,,Wyoming,Sr,,0,,,,,
1952,8,79,Bob Holt,,,,,Tulane,Sr,,0,,,,,
1952,9,86,Tom Katsimpalis,C,6-3,,,Eastern Illinois,Sr,,0,,,,,
1952,10,92,Dick Means,,,,,Minnesota,Sr,,0,,,,,
1952,11,97,Dwight Morrison,,,,,USC,Sr,,0,,,,,
1952,12,100,Ed Ramiraz,,,,,Centenary (LA),Sr,,0,,,,,
1952,13,102,Don Schneider,,,,,Arizona,Sr,,0,,,,,
1952,14,103,Gene Smith,GF,6-1,175.0,,Huron,Sr,,0,,,,,
1952,15,104,Gene Smith,C,6-5,,,Xavier,Sr,,0,,,,,
1952,16,105,Homer Spain,,,,23.0,Union (TN),Sr,,0,,,,,
1952,17,106,John Wallesea,,,,,Memphis,Sr,,0,,,,,
1951,1,10,Whitey Skoog,G,5-11,180.0,24.0,Minnesota,Sr,,6,78169.0,US,1956,0.0,LAL
1951,2,20,Lew Hitch,FC,6-8,200.0,21.0,Kansas State,Sr,,6,77032.0,US,1956,0.0,LAL
1951,3,30,Bob Payne,,,,,Oregon State,Sr,,0,,,,,
1951,4,40,Gale McArthur,G,6-2,185.0,,Oklahoma State,Sr,,0,,,,,
1951,5,50,Leo Vander Kuy,GF,6-5,180.0,21.0,Michigan,Sr,,0,,,,,
1951,6,60,Deward Dopson,,,,,Arkansas Tech,Sr,,0,,,,,
1951,7,70,Ed Head,,,,,Kansas State,Sr,,0,,,,,
1950,1,11,Kevin O'Shea,G,6-2,175.0,24.0,Notre Dame,Sr,,3,77402.0,US,1953,1.0,INO
1950,2,23,Hal Haskins,G,6-3,185.0,25.0,Hamline,Sr,,0,,,,,
1950,3,35,Howie Williams,G,6-0,185.0,22.0,Purdue,Sr,,0,,,,,
1950,4,47,Bud Grant,,,,22.0,Minnesota,Sr,,2,76850.0,US,1950,0.0,LAL
1950,5,59,Ed Beach,G,6-3,200.0,21.0,West Virginia,Sr,,1,76129.0,US,1950,0.0,ATL
1950,6,71,Wayne Glasgow,G,6-3,190.0,24.0,Oklahoma,Sr,,0,,,,,
1950,7,83,Joe Hutton,G,6-1,170.0,21.0,Hamline,Sr,,2,77090.0,US,1951,0.0,LAL
1950,8,95,Nate Benson,,,,,Wisconsin-River Falls,Sr,,0,,,,,
1950,9,107,Jim Reilly,,,,,Swarthmore,Sr,,0,,,,,
1950,10,117,Andy Butchko,,,,,Purdue,Sr,,0,,,,,
1949,1,11,Vern Mikkelsen,F,6-7,230.0,20.0,Hamline,Sr,,10,77593.0,US,1958,0.0,LAL
1949,2,23,Bob Harrison,G,6-1,190.0,21.0,Michigan,Sr,,9,76962.0,US,1957,0.0,LAL
1949,3,35,Slater Martin,PG,5-10,170.0,23.0,Texas,Sr,,11,,,,,
1949,4,44,Paul Walther,G,6-2,160.0,21.0,Tennessee,Sr,,6,78447.0,US,1954,1.0,INO
1948,1,9,Chuck Hanger,,,,,California,Sr,,0,,,,,
1948,2,21,Johnny Orr,,,,20.0,Beloit,Jr,,1,,,,,
1948,3,33,Arnie Ferrin,G,6-2,180.0,22.0,Utah,Sr,,3,76711.0,US,1950,0.0,LAL
1948,4,45,Earl Gardner,G,6-3,195.0,24.0,DePauw,Sr,,1,76778.0,US,1948,0.0,LAL
1948,5,57,Dee Gibson,G,5-11,175.0,24.0,Western Kentucky,Sr,MIN to TCB,1,76808.0,US,1949,0.0,ATL
1948,6,68,Ken Jastrow,,,,,Denver,Sr,,0,,,,,
1948,7,79,Cliff Crandall,,,,,Oregon State,Sr,,0,,,,,
1948,8,89,Bob Lowther,GF,6-5,185.0,24.0,LSU,Sr,,0,,,,,
1948,9,98,Junior Skogland,,,,,Gustavus Adolphus,Sr,,0,,,,,
1948,10,106,Quentin Stinson,,,,,Southern Illinois,Jr,,0,,,,,
